,crime,barangay,city,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Cloud,Humidity,Precip (mm),Pressure (mb),Bank,Bar,Beach,Bridge,Cemetery,Church,Clinic,Commercial Building,Community Center,Convenience Store,Fire Station,Gas Station,Government Office,Greenfield,Highway,Highway Pedestrian,Highway Primary,Highway Residential,Highway Secondary,Highway Tertiary,Hospital,Hotel,Industrial Building,Mall,Marketplace,Park,Parking Area,Pawnshop,Pharmacy,Police Station,Post Office,Private Office,Recreational Area,Residential Building,Restaurant,Road,School,Sports Center,Tourist Attraction,Transport Terminal,php-usd-rate,PSE-index-Close,"Education,Baccalauate graduate","Education,College undergraduate","Education,Elementary","Education,High school","Education,No grade completed","Education,Out of school youth","Education,Post baccalaureate","Education,Postsecondary","Household,number of households","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Labor,Employed","Labor,In the Labor Force","Labor,Not in the Labor Force","Labor,Underemployed","Labor,Unemployed","Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed",Consumer Price Index  - all items,Consumer Price Index -Alcoholic beverages and tobacco,Consumer Price Index -transport,"Consumer Price Index -Housing, water, electricity, gas, and other fuels",Consumer Price Index -Restaurant and miscellaneous goods and services,inflation rate,savings deposit interest rate,bank lending rates,time_epoch_After Midnight,time_epoch_After Work-Hours,time_epoch_Afternoon,time_epoch_Early Morning,time_epoch_Evening,time_epoch_Morning,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,Weather_Clear,Weather_Cloudy,Weather_Rainy,day_night_daylight,day_night_nighttime,placetype_rural,placetype_urban,Children Population,Teenage Population,Adult Population,Retiree Population,Female Children Population,Female Teenage Population,Female Adult Population,Female Retiree Population,Male Children Population,Male Teenage Population,Male Adult Population,Male Retiree Population,crime_label
999,Physical Injuries,Visayan Village,Tagum City,25.0,28.0,4.0,7.0,87.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.16,7838.220215,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0,3
1000,Murder/Homicide,Apokon,Tagum City,26.0,29.0,8.0,24.0,79.0,0.9,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,53.115,7759.549805,3717.5,2856.0,3323.5,7615.5,100.5,1107.0,65.5,831.5,7140.5,101.5,1128.0,98.5,4858.0,389.5,555.5,10.0,12544.0,13219.0,8395.5,2084.5,675.0,2069.5,1185.5,6755.0,122.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,6227.0,5961.5,16333.0,2182.5,3013.0,2967.0,8113.0,1172.5,3213.0,2995.0,8219.5,1009.0,2
1003,Murder/Homicide,Visayan Village,Tagum City,24.0,26.0,5.0,84.0,87.0,5.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,53.115,7759.549805,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0,2
1005,Rape (Art. 266-A RC & R.A.8353),Magugpo Poblacion,Tagum City,32.0,35.0,7.0,12.0,53.0,0.0,1009.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.354,7701.379883,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,118.4,161.0,105.4,117.7,121.4,5.5,0.877,6.199,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0,4
1006,Physical Injuries,Magugpo East,Tagum City,24.0,27.0,4.0,42.0,87.0,0.0,1010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,53.008,7819.390137,1803.5,1385.5,1612.0,3694.5,49.0,537.5,31.5,403.5,3463.0,49.0,547.5,47.5,2356.0,189.0,269.5,5.0,6084.5,6412.0,4072.0,1011.0,327.5,1004.0,575.0,3276.5,59.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3020.5,2892.0,7923.5,1058.5,1462.0,1439.0,3936.5,568.5,1558.0,1452.0,3986.5,490.0,3
1007,Carnapping (R.A. 6539),San Miguel (Camp 4),Tagum City,26.0,28.0,9.0,81.0,83.0,3.5,1010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.008,7819.390137,2164.5,1663.0,1935.0,4434.0,58.5,645.0,38.0,484.0,4157.5,59.0,657.0,57.5,2828.0,226.5,323.0,6.0,7303.0,7696.5,4888.0,1213.5,393.0,1205.0,690.0,3933.0,71.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3625.0,3471.0,9509.5,1270.0,1755.0,1727.0,4723.5,683.5,1870.5,1744.0,4784.0,588.0,0
1008,Carnapping (R.A. 6539),Magugpo South,Tagum City,26.0,28.0,10.0,77.0,85.0,3.3,1009.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,53.008,7819.390137,1354.0,1040.5,1210.5,2773.5,36.5,403.5,24.0,303.0,2600.5,37.0,410.5,36.0,1769.0,142.0,202.5,4.0,4568.5,4814.5,3057.5,759.5,245.5,753.5,431.5,2460.0,44.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2267.5,2171.0,5948.5,794.5,1097.5,1080.5,2955.0,427.0,1170.5,1091.0,2993.0,367.5,0
1009,Theft,Visayan Village,Tagum City,25.0,27.0,5.0,75.0,87.0,5.4,1010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.008,7819.390137,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0,6
1010,Robbery,Magugpo West,Tagum City,25.0,27.0,5.0,75.0,87.0,5.4,1010.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,53.008,7819.390137,1746.0,1341.5,1560.5,3575.5,47.5,520.0,30.5,390.5,3352.5,47.5,529.5,46.0,2280.5,183.0,260.5,5.0,5890.0,6206.5,3942.0,979.0,316.5,971.5,556.5,3171.5,57.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2923.5,2798.5,7668.0,1025.0,1415.0,1393.0,3810.5,550.0,1508.0,1406.5,3860.0,473.5,5
1011,Drug Related Incident (RA 9165),Madaum,Tagum City,31.0,36.0,10.0,80.0,63.0,3.3,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.008,7819.390137,1340.5,1029.5,1198.0,2745.5,36.5,399.5,23.5,300.0,2573.5,36.5,406.5,35.5,1751.0,140.0,200.0,4.0,4521.5,4764.5,3026.0,751.5,243.5,746.5,427.5,2434.5,44.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2244.0,2148.5,5888.0,786.5,1086.0,1069.5,2925.0,423.0,1158.0,1079.5,2962.5,363.5,1
1012,Theft,Canocotan,Tagum City,28.0,32.0,8.0,77.0,71.0,5.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,53.008,7819.390137,1017.0,781.0,909.0,2083.0,27.5,303.0,18.0,227.5,1953.5,28.0,309.0,27.0,1328.5,106.5,152.0,3.0,3431.5,3616.0,2296.5,570.0,184.5,566.5,324.0,1847.5,33.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1703.5,1630.5,4467.5,597.0,824.5,811.5,2220.0,321.5,879.0,819.0,2248.0,277.0,6
1014,Physical Injuries,Mankilam,Tagum City,25.0,28.0,5.0,32.0,80.0,0.0,1010.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,53.008,7819.390137,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5,3
1015,Theft,Visayan Village,Tagum City,25.0,28.0,5.0,32.0,80.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.008,7819.390137,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0,6
1016,Robbery,Canocotan,Tagum City,26.0,28.0,10.0,77.0,85.0,3.3,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.008,7819.390137,1017.0,781.0,909.0,2083.0,27.5,303.0,18.0,227.5,1953.5,28.0,309.0,27.0,1328.5,106.5,152.0,3.0,3431.5,3616.0,2296.5,570.0,184.5,566.5,324.0,1847.5,33.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1703.5,1630.5,4467.5,597.0,824.5,811.5,2220.0,321.5,879.0,819.0,2248.0,277.0,5
1017,Robbery,Magugpo Poblacion,Tagum City,27.0,29.0,7.0,31.0,75.0,0.0,1010.0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,53.008,7819.390137,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0,5
1018,Physical Injuries,Mankilam,Tagum City,26.0,28.0,6.0,32.0,80.0,0.0,1011.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53.146,7817.310059,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5,3
1019,Robbery,Apokon,Tagum City,27.0,29.0,7.0,31.0,75.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,53.008,7819.390137,3717.5,2856.0,3323.5,7615.5,100.5,1107.0,65.5,831.5,7140.5,101.5,1128.0,98.5,4858.0,389.5,555.5,10.0,12544.0,13219.0,8395.5,2084.5,675.0,2069.5,1185.5,6755.0,122.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,6227.0,5961.5,16333.0,2182.5,3013.0,2967.0,8113.0,1172.5,3213.0,2995.0,8219.5,1009.0,5
1021,Drug Related Incident (RA 9165),Madaum,Tagum City,26.0,28.0,5.0,21.0,77.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.146,7817.310059,1340.5,1029.5,1198.0,2745.5,36.5,399.5,23.5,300.0,2573.5,36.5,406.5,35.5,1751.0,140.0,200.0,4.0,4521.5,4764.5,3026.0,751.5,243.5,746.5,427.5,2434.5,44.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2244.0,2148.5,5888.0,786.5,1086.0,1069.5,2925.0,423.0,1158.0,1079.5,2962.5,363.5,1
1022,Theft,Magugpo Poblacion,Tagum City,30.0,32.0,10.0,18.0,58.0,0.0,1010.0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,53.04,7725.850098000001,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0,6
1025,Carnapping (R.A. 6539),Bincungan,Tagum City,31.0,36.0,10.0,80.0,63.0,3.3,1009.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,53.008,7819.390137,528.5,406.0,472.0,1082.0,14.0,157.0,9.0,118.0,1014.5,14.0,160.0,14.0,690.5,55.5,78.5,1.0,1782.5,1878.5,1193.0,296.5,96.0,294.5,168.5,960.0,17.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,884.5,847.0,2321.5,310.5,428.0,421.5,1153.0,167.0,456.5,425.5,1167.5,144.0,0
1026,Carnapping (R.A. 6539),Mankilam,Tagum City,26.0,29.0,5.0,18.0,84.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,52.922,7851.459961,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5,0
1029,Carnapping (R.A. 6539),Magugpo North,Tagum City,25.0,28.0,4.0,10.0,86.0,0.0,1010.0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,53.025,7820.709961,1168.0,897.5,1044.0,2392.5,31.5,348.0,20.5,261.5,2243.0,32.0,354.5,31.0,1526.0,122.0,174.5,3.0,3941.0,4152.5,2637.5,655.0,212.0,650.5,372.5,2122.5,38.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1955.5,1873.0,5131.0,685.0,947.5,932.0,2550.0,369.0,1010.0,941.0,2581.5,317.5,0
1030,Theft,Magugpo Poblacion,Tagum City,33.0,36.0,12.0,14.0,48.0,0.0,1009.0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,52.922,7851.459961,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0,6
1031,Theft,Magugpo East,Tagum City,32.0,34.0,12.0,18.0,49.0,0.0,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.04,7725.850098000001,1803.5,1385.5,1612.0,3694.5,49.0,537.5,31.5,403.5,3463.0,49.0,547.5,47.5,2356.0,189.0,269.5,5.0,6084.5,6412.0,4072.0,1011.0,327.5,1004.0,575.0,3276.5,59.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3020.5,2892.0,7923.5,1058.5,1462.0,1439.0,3936.5,568.5,1558.0,1452.0,3986.5,490.0,6
1032,Theft,Magugpo North,Tagum City,26.0,29.0,5.0,18.0,84.0,0.0,1010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,52.922,7851.459961,1168.0,897.5,1044.0,2392.5,31.5,348.0,20.5,261.5,2243.0,32.0,354.5,31.0,1526.0,122.0,174.5,3.0,3941.0,4152.5,2637.5,655.0,212.0,650.5,372.5,2122.5,38.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1955.5,1873.0,5131.0,685.0,947.5,932.0,2550.0,369.0,1010.0,941.0,2581.5,317.5,6
1033,Robbery,Visayan Village,Tagum City,33.0,36.0,12.0,36.0,50.0,0.0,1007.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.922,7851.459961,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0,5
1034,Robbery,Visayan Village,Tagum City,25.0,27.0,2.0,11.0,77.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.107,7804.97998,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0,5
1035,Robbery,Visayan Village,Tagum City,25.0,27.0,2.0,11.0,77.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.107,7804.97998,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0,5
1036,Theft,Magugpo West,Tagum City,31.0,34.0,6.0,9.0,54.0,0.0,1009.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.107,7804.97998,1746.0,1341.5,1560.5,3575.5,47.5,520.0,30.5,390.5,3352.5,47.5,529.5,46.0,2280.5,183.0,260.5,5.0,5890.0,6206.5,3942.0,979.0,316.5,971.5,556.5,3171.5,57.5,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2923.5,2798.5,7668.0,1025.0,1415.0,1393.0,3810.5,550.0,1508.0,1406.5,3860.0,473.5,6
1037,Murder/Homicide,Nueva Fuerza,Tagum City,31.0,34.0,8.0,19.0,55.0,0.0,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.107,7804.97998,244.0,187.5,218.5,500.0,7.0,72.5,4.0,54.5,469.0,7.0,74.5,6.0,319.0,25.5,36.5,1.0,823.0,867.5,551.0,137.0,44.5,136.0,77.5,443.0,8.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,408.5,391.5,1072.5,143.5,197.5,195.0,533.0,76.5,211.0,197.0,539.5,67.0,2
1038,Carnapping (R.A. 6539),Visayan Village,Tagum City,31.0,34.0,7.0,8.0,57.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.025,7820.709961,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0,0
1039,Carnapping (R.A. 6539),Mankilam,Tagum City,35.0,38.0,7.0,17.0,41.0,0.0,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,53.107,7804.97998,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,119.8,161.9,105.7,118.3,121.5,6.2,0.8959999999999999,6.2120000000000015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5,0
